sample_ID	sample_type	B_cell	CD4_Tcell	CD8_Tcell	Neutrophil	Macrophage	Dendritic
TCGA-BP-4332	01A	0.0620481482267403	0.146048919488865	0.141024177416801	0.107632808679936	0.0857670202358731	0.34097080977376
TCGA-BP-4334	01A	0.0214809890812659	0.0183763085188221	0	0	0	0
TCGA-BP-4335	01A	0.0842185227843874	0.114782830952262	0.217777205375948	0.0928284692964192	0.00524861263998633	0.379761829555472
TCGA-BP-4337	01A	0.0751915834131953	0.152651638749861	0	0.0598448245620982	0	0.243334090149775
TCGA-BP-4338	01A	0.0875649914755337	0.0562679464741446	0.00424378701092309	0.0726270997836171	0.0577291260176358	0.371732200467836
TCGA-BP-4340	01A	0.0567518030910215	0.116724778734194	0.0496905640667858	0.077371040094435	0	0.270044252513608
TCGA-BP-4341	01A	0.018638617472368	0.11578016293667	0.0934410684132324	0.047611279370989	0	0.228813448742494
TCGA-BP-4342	01A	0.111592440088895	0.241996786629065	0.00101998326195939	0.0868482229663715	0.0474871754834428	0.417386300604991
TCGA-BP-4343	01A	0.175138878905952	0.042375219652713	0.432389118424865	0.161152646049496	0.345391302122525	0.678239229991513
TCGA-BP-4344	01A	0.0912258714666531	0.187942691806915	0.223872081055434	0.149032714406108	0.18030045007461	0.527361995414444
TCGA-BP-4345	01A	0.147803194880431	0.193502116412264	0.264639192273388	0.119045341515064	0.0900344813290635	0.757336267765844
TCGA-BP-4346	01A	0.319815931276251	0.310824764101359	0.915490262641686	0.192083403000987	0.00527406601608491	1.25861416002997
TCGA-BP-4347	01A	0.108707333557667	0.162168707669414	0.247003356780463	0.0846977715827201	0	0.488348365875731
TCGA-BP-4349	01A	0.0172693036491926	0.179610105692563	0.157431231164346	0.0888851770163944	0.0227481473205968	0.332346234667672
TCGA-BP-4351	01A	0.0153750188778069	0.133266690572709	0.100162029085399	0.0811164218726615	0.0470512563548933	0.256676564662685
TCGA-BP-4352	01A	0.0212609841075747	0.0852790083766674	0	0.0152941393389248	0	0.180173270682702
TCGA-BP-4353	01A	0.191515185366429	0.101690133157344	0.567711844437324	0.184852873429561	0.508052658539805	0.728838288673329
TCGA-BP-4354	01A	0.0106025975843986	0.174798060903059	0.381593569629314	0.637511309562507	1.01821308580181	1.10512632347079
TCGA-BP-4355	01A	0	0.223315391940802	0.110370971712134	0.0865637067586863	0.0461793484135506	0.304209968497765
TCGA-BP-4756	01A	0.0608116472345901	0.101545478171404	0	0.0318903978546462	0	0.326089432635511
TCGA-BP-4758	01A	0.0993812078192012	0.136789933454073	0.527050613765903	0.0212560261586558	0	0.557156175226686
TCGA-BP-4759	01A	0.0108401749410659	0.0359468376909291	0.157756962361047	0.0239453239566809	0	0.167255162932195
TCGA-BP-4760	01A	0.00592571436020287	0.213505352669117	0.0360925078171622	0.0760434795279404	0.0682251615833812	0.418245320675328
TCGA-BP-4761	01A	0.125512291885564	0.0720632098941576	0.0125913354606238	0.0467041160383987	0	0.17648711743901
TCGA-BP-4762	01A	0.0932500094675637	0.195792991452783	0.21564013404083	0.14226163437782	0.246447110591106	0.459562516853052
TCGA-BP-4763	01A	0.104512109790866	0.0860142316121299	0.25707665047676	0.110645222256443	0.0740605331811274	0.428731286539734
TCGA-BP-4765	01A	0.050205035656309	0.127493240848605	0.207609092730028	0.129718365590184	0.0698371506011587	0.390366642737509
